OrderID,Tanggal_Pesanan,Produk,Kategori,Wilayah,Jumlah,Harga_Satuan,Metode_Pembayaran,Diskon,Total_Penjualan,Bulan,Hari_Dalam_Seminggu,Jam_Pesanan
640,2025-04-24 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,4123389,E-Wallet,0.1,3711050.1,2025-04,3,21
641,2025-05-11 16:47:34,Smartphone Terbaru,Elektronik,Makassar,4,9912880,E-Wallet,0,39651520,2025-05,6,20
642,2025-02-24 16:47:34,Headphone Wireless,Aksesoris,Medan,1,875919,Debit Card,0,875919,2025-02,0,17
643,2025-02-10 16:47:34,Keyboard Mekanik,Periferal,Medan,4,2425739,E-Wallet,0,9702956,2025-02,0,13
644,2025-06-19 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,6331106,Debit Card,0,6331106,2025-06,3,21
645,2025-06-06 16:47:34,Monitor Curved,Periferal,Makassar,3,2852746,Bank Transfer,0,8558238,2025-06,4,13
646,2025-06-19 16:47:34,Smartphone Terbaru,Elektronik,Medan,2,8570111,E-Wallet,0.05,16283210.9,2025-06,3,13
647,2025-02-27 16:47:34,Smartwatch,Aksesoris,Jakarta,4,922381,Credit Card,0,3689524,2025-02,3,13
648,2025-02-13 16:47:34,Smartwatch,Aksesoris,Surabaya,1,1476433,Credit Card,0.05,1402611.35,2025-02,3,17
649,2025-05-26 16:47:34,Smartphone Terbaru,Elektronik,Makassar,2,7654548,E-Wallet,0,15309096,2025-05,0,14
650,2025-03-18 16:47:34,Headphone Wireless,Aksesoris,Jakarta,1,874100,Debit Card,0,874100,2025-03,1,19
651,2025-04-25 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,2,7900164,Credit Card,0,15800328,2025-04,4,10
652,2025-06-10 16:47:34,Laptop Gaming,Elektronik,Medan,2,24909551,Debit Card,0.1,44837191.8,2025-06,1,21
653,2025-05-24 16:47:34,Smartphone Terbaru,Elektronik,Medan,1,8563667,E-Wallet,0,8563667,2025-05,5,13
654,2025-01-17 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,21336356,E-Wallet,0.05,81078152.8,2025-01,4,10
655,2025-05-23 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,4,8679042,Credit Card,0,34716168,2025-05,4,14
656,2025-02-13 16:47:34,Headphone Wireless,Aksesoris,Denpasar,3,701067,E-Wallet,0.05,1998040.95,2025-02,3,14
657,2025-02-15 16:47:34,Headphone Wireless,Aksesoris,Jakarta,2,1102720,Bank Transfer,0,2205440,2025-02,5,15
658,2025-01-11 16:47:34,Smartwatch,Aksesoris,Makassar,3,1621268,Bank Transfer,0.05,4620613.8,2025-01,5,9
659,2025-05-20 16:47:34,Laptop Gaming,Elektronik,Surabaya,3,15460796,Credit Card,0,46382388,2025-05,1,16
660,2025-06-05 16:47:34,Smartwatch,Aksesoris,Jakarta,1,2420444,Bank Transfer,0.1,2178399.6,2025-06,3,20
661,2024-12-29 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,8994376,Debit Card,0,8994376,2024-12,6,12
662,2025-04-24 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,8289283,Credit Card,0,8289283,2025-04,3,16
663,2025-02-20 16:47:34,Keyboard Mekanik,Periferal,Denpasar,2,2064034,Credit Card,0,4128068,2025-02,3,17
664,2025-04-25 16:47:34,Laptop Gaming,Elektronik,Surabaya,1,19989904,Debit Card,0.1,17990913.6,2025-04,4,12
665,2024-12-31 16:47:34,Headphone Wireless,Aksesoris,Surabaya,1,1304001,Bank Transfer,0,1304001,2024-12,1,14
666,2025-05-21 16:47:34,Headphone Wireless,Aksesoris,Surabaya,2,612023,Bank Transfer,0.05,1162843.7,2025-05,2,18
667,2025-01-09 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,6205599,Bank Transfer,0,12411198,2025-01,3,16
668,2025-03-12 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,4,9270016,Credit Card,0,37080064,2025-03,2,11
669,2025-01-13 16:47:34,Smartphone Terbaru,Elektronik,Makassar,1,7686166,Credit Card,0,7686166,2025-01,0,9
670,2025-04-09 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,1155111,Bank Transfer,0.15,981844.35,2025-04,2,16
671,2025-05-29 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,5320715,E-Wallet,0.05,5054679.25,2025-05,3,20
672,2025-06-02 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,4,5234805,Bank Transfer,0.1,18845298,2025-06,0,9
673,2025-04-24 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,1,7304459,Debit Card,0,7304459,2025-04,3,10
674,2025-01-05 16:47:34,Smartwatch,Aksesoris,Jakarta,4,2931149,Credit Card,0.05,11138366.2,2025-01,6,17
675,2025-04-29 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,16899054,Debit Card,0.05,48162303.9,2025-04,1,9
676,2025-03-30 16:47:34,Smartphone Terbaru,Elektronik,Medan,4,6457550,Debit Card,0,25830200,2025-03,6,10
677,2025-06-10 16:47:34,Headphone Wireless,Aksesoris,Medan,3,1476371,Credit Card,0.1,3986201.7,2025-06,1,13
678,2025-03-28 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,488668,E-Wallet,0.1,439801.2,2025-03,4,10
679,2025-05-13 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,3,5834837,Bank Transfer,0.1,15754059.9,2025-05,1,17
680,2025-02-26 16:47:34,Smartphone Terbaru,Elektronik,Makassar,4,9961383,Debit Card,0.05,37853255.4,2025-02,2,15
681,2025-06-24 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,2,6619348,Credit Card,0,13238696,2025-06,1,18
682,2025-01-25 16:47:34,Smartwatch,Aksesoris,Makassar,3,2424914,Debit Card,0,7274742,2025-01,5,13
683,2025-04-08 16:47:34,Smartphone Terbaru,Elektronik,Medan,3,9278812,Bank Transfer,0.15,23660970.6,2025-04,1,14
684,2025-02-07 16:47:34,Headphone Wireless,Aksesoris,Surabaya,1,853091,E-Wallet,0,853091,2025-02,4,8
685,2025-06-01 16:47:34,Monitor Curved,Periferal,Surabaya,4,4770742,E-Wallet,0.05,18128819.6,2025-06,6,10
686,2025-05-22 16:47:34,Monitor Curved,Periferal,Jakarta,3,4770374,E-Wallet,0.05,13595565.9,2025-05,3,10
687,2025-06-07 16:47:34,Smartphone Terbaru,Elektronik,Makassar,3,6582299,Credit Card,0.05,18759552.15,2025-06,5,9
688,2025-06-03 16:47:34,Keyboard Mekanik,Periferal,Surabaya,3,1956396,Credit Card,0.15,4988809.8,2025-06,1,14
689,2025-05-18 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,570914,E-Wallet,0,1712742,2025-05,6,16
690,2025-02-12 16:47:34,Headphone Wireless,Aksesoris,Medan,2,662455,Bank Transfer,0,1324910,2025-02,2,11
691,2025-02-01 16:47:34,Laptop Gaming,Elektronik,Denpasar,4,16034586,Bank Transfer,0,64138344,2025-02,5,19
692,2025-05-11 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,2246198,Credit Card,0,2246198,2025-05,6,12
693,2025-03-20 16:47:34,Laptop Gaming,Elektronik,Denpasar,1,20547094,E-Wallet,0,20547094,2025-03,3,10
694,2025-04-22 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,6100581,Bank Transfer,0,12201162,2025-04,1,18
695,2025-02-13 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,17661637,Bank Transfer,0.1,63581893.2,2025-02,3,16
696,2025-05-30 16:47:34,Smartwatch,Aksesoris,Jakarta,3,2584504,Bank Transfer,0.1,6978160.8,2025-05,4,21
697,2025-01-07 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,7157137,Credit Card,0,14314274,2025-01,1,11
698,2025-02-22 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,18021372,E-Wallet,0,72085488,2025-02,5,12
699,2025-01-27 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,19854042,Debit Card,0.1,53605913.4,2025-01,0,8
700,2025-04-16 16:47:34,Laptop Gaming,Elektronik,Denpasar,2,17471378,E-Wallet,0,34942756,2025-04,2,18
701,2025-01-02 16:47:34,Headphone Wireless,Aksesoris,Makassar,4,1459608,E-Wallet,0,5838432,2025-01,3,19
702,2025-04-26 16:47:34,Smartwatch,Aksesoris,Medan,1,1755516,Credit Card,0,1755516,2025-04,5,20
703,2025-01-30 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,4353324,Bank Transfer,0,4353324,2025-01,3,9
704,2025-04-25 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,761552,Bank Transfer,0,3046208,2025-04,4,19
705,2025-03-03 16:47:34,Smartwatch,Aksesoris,Jakarta,1,2430082,Credit Card,0.15,2065569.7,2025-03,0,20
706,2025-05-23 16:47:34,Laptop Gaming,Elektronik,Medan,4,18372455,Credit Card,0,73489820,2025-05,4,16
707,2025-06-23 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,3,7268173,Credit Card,0,21804519,2025-06,0,9
708,2025-01-08 16:47:34,Keyboard Mekanik,Periferal,Surabaya,4,2240418,Credit Card,0,8961672,2025-01,2,12
709,2025-03-23 16:47:34,Headphone Wireless,Aksesoris,Jakarta,3,1169807,Credit Card,0,3509421,2025-03,6,20
710,2025-01-23 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,8954284,Debit Card,0.05,17013139.6,2025-01,3,15
711,2025-03-01 16:47:34,Headphone Wireless,Aksesoris,Surabaya,4,1018675,E-Wallet,0.05,3870965,2025-03,5,10
712,2025-03-24 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,7396720,E-Wallet,0.05,14053768,2025-03,0,13
713,2025-02-25 16:47:34,Headphone Wireless,Aksesoris,Medan,1,878533,E-Wallet,0,878533,2025-02,1,11
714,2025-01-24 16:47:34,Laptop Gaming,Elektronik,Medan,3,16369277,Bank Transfer,0.1,44197047.9,2025-01,4,18
715,2025-06-23 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,20522567,Debit Card,0.1,73881241.2,2025-06,0,14
716,2025-06-07 16:47:34,Laptop Gaming,Elektronik,Jakarta,2,21722090,E-Wallet,0.05,41271971,2025-06,5,17
717,2025-04-05 16:47:34,Keyboard Mekanik,Periferal,Denpasar,3,1149971,Bank Transfer,0,3449913,2025-04,5,21
718,2025-04-12 16:47:34,Monitor Curved,Periferal,Jakarta,3,4593659,Debit Card,0,13780977,2025-04,5,20
719,2025-04-06 16:47:34,Laptop Gaming,Elektronik,Jakarta,1,23222502,Debit Card,0,23222502,2025-04,6,10
720,2025-05-06 16:47:34,Laptop Gaming,Elektronik,Jakarta,1,22749972,Bank Transfer,0.05,21612473.4,2025-05,1,13
721,2025-05-26 16:47:34,Monitor Curved,Periferal,Jakarta,3,6460276,Debit Card,0,19380828,2025-05,0,19
722,2025-02-21 16:47:34,Laptop Gaming,Elektronik,Surabaya,3,22456688,Bank Transfer,0,67370064,2025-02,4,17
723,2025-01-03 16:47:34,Smartphone Terbaru,Elektronik,Makassar,4,7075837,E-Wallet,0.1,25473013.2,2025-01,4,16
724,2025-04-02 16:47:34,Keyboard Mekanik,Periferal,Surabaya,3,1742057,Bank Transfer,0.1,4703553.9,2025-04,2,18
725,2025-05-10 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,4,5233706,Debit Card,0.1,18841341.6,2025-05,5,17
726,2025-04-09 16:47:34,Smartwatch,Aksesoris,Medan,3,2400341,E-Wallet,0,7201023,2025-04,2,8
727,2024-12-31 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,885757,E-Wallet,0.05,841469.15,2024-12,1,10
728,2025-01-20 16:47:34,Smartphone Terbaru,Elektronik,Makassar,4,5054376,Credit Card,0,20217504,2025-01,0,9
729,2025-02-19 16:47:34,Laptop Gaming,Elektronik,Makassar,2,16185111,Credit Card,0,32370222,2025-02,2,15
730,2025-06-11 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,7961828,Debit Card,0,7961828,2025-06,2,14
731,2025-03-21 16:47:34,Keyboard Mekanik,Periferal,Makassar,4,2043312,Bank Transfer,0,8173248,2025-03,4,9
732,2025-05-22 16:47:34,Keyboard Mekanik,Periferal,Surabaya,4,1900948,Bank Transfer,0,7603792,2025-05,3,13
733,2025-03-23 16:47:34,Monitor Curved,Periferal,Denpasar,2,6107834,Debit Card,0.1,10994101.2,2025-03,6,10
734,2025-03-16 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,17408630,E-Wallet,0,69634520,2025-03,6,15
735,2025-04-17 16:47:34,Monitor Curved,Periferal,Denpasar,3,3594918,Debit Card,0.05,10245516.3,2025-04,3,17
736,2024-12-29 16:47:34,Keyboard Mekanik,Periferal,Makassar,2,2042892,Debit Card,0,4085784,2024-12,6,20
737,2025-02-17 16:47:34,Smartwatch,Aksesoris,Jakarta,1,973866,E-Wallet,0,973866,2025-02,0,10
738,2025-06-19 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,2125322,Bank Transfer,0,2125322,2025-06,3,17
739,2025-01-01 16:47:34,Keyboard Mekanik,Periferal,Denpasar,3,1763501,Debit Card,0,5290503,2025-01,2,21
740,2025-04-20 16:47:34,Smartwatch,Aksesoris,Makassar,1,1208140,Bank Transfer,0,1208140,2025-04,6,16
741,2025-01-29 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,492512,Debit Card,0,1970048,2025-01,2,8
742,2025-01-31 16:47:34,Smartphone Terbaru,Elektronik,Medan,4,8156007,E-Wallet,0,32624028,2025-01,4,12
743,2025-03-30 16:47:34,Laptop Gaming,Elektronik,Surabaya,3,18714379,E-Wallet,0,56143137,2025-03,6,10
744,2025-04-02 16:47:34,Smartwatch,Aksesoris,Jakarta,1,2315111,Credit Card,0,2315111,2025-04,2,13
745,2025-03-10 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,8845447,E-Wallet,0.1,7960902.3,2025-03,0,17
746,2025-02-05 16:47:34,Keyboard Mekanik,Periferal,Jakarta,3,591420,Credit Card,0,1774260,2025-02,2,9
747,2025-05-31 16:47:34,Keyboard Mekanik,Periferal,Makassar,2,1110644,Debit Card,0.05,2110223.6,2025-05,5,16
748,2025-06-08 16:47:34,Monitor Curved,Periferal,Surabaya,1,3549420,Bank Transfer,0.05,3371949,2025-06,6,13
749,2025-04-25 16:47:34,Laptop Gaming,Elektronik,Makassar,2,18345647,E-Wallet,0.1,33022164.6,2025-04,4,14
750,2024-12-31 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,9548780,E-Wallet,0.1,8593902,2024-12,1,12
751,2025-04-30 16:47:34,Laptop Gaming,Elektronik,Surabaya,1,23312934,E-Wallet,0,23312934,2025-04,2,16
752,2025-02-16 16:47:34,Smartwatch,Aksesoris,Jakarta,1,2973112,Debit Card,0.05,2824456.4,2025-02,6,8
753,2025-01-09 16:47:34,Monitor Curved,Periferal,Jakarta,1,2647341,Credit Card,0.1,2382606.9,2025-01,3,12
754,2025-02-20 16:47:34,Keyboard Mekanik,Periferal,Jakarta,4,1920982,Debit Card,0,7683928,2025-02,3,18
755,2025-05-10 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,2,6329693,Bank Transfer,0,12659386,2025-05,5,17
756,2025-02-23 16:47:34,Keyboard Mekanik,Periferal,Medan,2,2487342,Debit Card,0,4974684,2025-02,6,18
757,2025-05-22 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,1601838,Bank Transfer,0.1,1441654.2,2025-05,3,13
758,2025-04-19 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,5164563,E-Wallet,0.1,4648106.7,2025-04,5,14
759,2025-02-13 16:47:34,Keyboard Mekanik,Periferal,Surabaya,2,685521,Bank Transfer,0,1371042,2025-02,3,19
760,2025-05-28 16:47:34,Smartphone Terbaru,Elektronik,Makassar,4,6585681,Bank Transfer,0,26342724,2025-05,2,11
761,2025-03-23 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,3,8181377,Credit Card,0,24544131,2025-03,6,19
762,2025-05-19 16:47:34,Smartwatch,Aksesoris,Surabaya,3,1586787,Bank Transfer,0,4760361,2025-05,0,20
763,2025-03-04 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,7408285,Bank Transfer,0.15,12594084.5,2025-03,1,8
764,2025-03-13 16:47:34,Smartwatch,Aksesoris,Jakarta,1,2863040,Debit Card,0,2863040,2025-03,3,18
765,2025-06-25 16:47:34,Smartwatch,Aksesoris,Denpasar,1,1280926,E-Wallet,0,1280926,2025-06,2,15
766,2025-04-10 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,587139,Debit Card,0,2348556,2025-04,3,17
767,2025-06-12 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,3,5095588,Debit Card,0.05,14522425.8,2025-06,3,11
768,2025-02-04 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,858830,E-Wallet,0,3435320,2025-02,1,10
769,2025-02-16 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,310651,E-Wallet,0.05,885355.35,2025-02,6,19
770,2025-04-05 16:47:34,Headphone Wireless,Aksesoris,Jakarta,2,1447815,Bank Transfer,0,2895630,2025-04,5,14
771,2025-03-20 16:47:34,Smartphone Terbaru,Elektronik,Makassar,3,8059667,Bank Transfer,0,24179001,2025-03,3,19
772,2025-01-27 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,23090736,Credit Card,0,92362944,2025-01,0,9
773,2025-03-17 16:47:34,Headphone Wireless,Aksesoris,Medan,4,1188544,Debit Card,0,4754176,2025-03,0,15
774,2025-03-29 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,23143179,E-Wallet,0,92572716,2025-03,5,21
775,2025-06-25 16:47:34,Smartwatch,Aksesoris,Jakarta,2,937625,Bank Transfer,0.1,1687725,2025-06,2,13
776,2025-02-18 16:47:34,Monitor Curved,Periferal,Denpasar,3,5301106,E-Wallet,0.1,14312986.2,2025-02,1,14
777,2025-06-12 16:47:34,Headphone Wireless,Aksesoris,Jakarta,3,1498734,Bank Transfer,0.15,3821771.7,2025-06,3,21
778,2025-03-17 16:47:34,Headphone Wireless,Aksesoris,Makassar,4,633569,Credit Card,0,2534276,2025-03,0,12
779,2025-01-27 16:47:34,Keyboard Mekanik,Periferal,Surabaya,3,1876402,Credit Card,0.15,4784825.1,2025-01,0,16
780,2025-04-13 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,655948,E-Wallet,0,655948,2025-04,6,12
781,2025-02-17 16:47:34,Keyboard Mekanik,Periferal,Denpasar,1,1970057,Credit Card,0,1970057,2025-02,0,18
782,2025-03-19 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,1261069,E-Wallet,0,1261069,2025-03,2,12
783,2025-05-10 16:47:34,Laptop Gaming,Elektronik,Makassar,3,24245234,Bank Transfer,0,72735702,2025-05,5,10
784,2025-01-26 16:47:34,Laptop Gaming,Elektronik,Jakarta,2,23494630,Debit Card,0.05,44639797,2025-01,6,18
785,2025-05-09 16:47:34,Headphone Wireless,Aksesoris,Makassar,2,1001979,Credit Card,0,2003958,2025-05,4,8
786,2025-05-15 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,2,8655635,Bank Transfer,0,17311270,2025-05,3,9
787,2025-05-22 16:47:34,Headphone Wireless,Aksesoris,Surabaya,2,1080741,Debit Card,0.05,2053407.9,2025-05,3,15
788,2025-03-12 16:47:34,Smartphone Terbaru,Elektronik,Makassar,1,9089370,Debit Card,0,9089370,2025-03,2,8
789,2025-01-14 16:47:34,Headphone Wireless,Aksesoris,Denpasar,1,1410644,Debit Card,0,1410644,2025-01,1,14
790,2025-03-22 16:47:34,Monitor Curved,Periferal,Denpasar,4,2470529,Bank Transfer,0,9882116,2025-03,5,21
791,2025-03-07 16:47:34,Monitor Curved,Periferal,Makassar,3,4983516,Bank Transfer,0.1,13455493.2,2025-03,4,21
792,2025-01-31 16:47:34,Headphone Wireless,Aksesoris,Makassar,3,461445,E-Wallet,0.1,1245901.5,2025-01,4,12
793,2025-01-03 16:47:34,Keyboard Mekanik,Periferal,Jakarta,2,624605,Debit Card,0,1249210,2025-01,4,10
794,2025-02-19 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,9494503,Debit Card,0,9494503,2025-02,2,19
795,2025-05-03 16:47:34,Keyboard Mekanik,Periferal,Jakarta,2,1084029,Debit Card,0,2168058,2025-05,5,19
796,2025-02-09 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,20337355,E-Wallet,0.1,73214478,2025-02,6,18
797,2025-04-22 16:47:34,Keyboard Mekanik,Periferal,Surabaya,3,910370,Debit Card,0,2731110,2025-04,1,14
798,2025-04-18 16:47:34,Smartwatch,Aksesoris,Surabaya,3,2252374,Bank Transfer,0,6757122,2025-04,4,16
799,2025-05-28 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,2,7415276,Debit Card,0,14830552,2025-05,2,9
800,2025-03-18 16:47:34,Laptop Gaming,Elektronik,Medan,4,18999694,Credit Card,0,75998776,2025-03,1,15
801,2025-04-02 16:47:34,Headphone Wireless,Aksesoris,Jakarta,3,508944,Bank Transfer,0,1526832,2025-04,2,16
802,2025-04-25 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,20186686,E-Wallet,0.1,72672069.6,2025-04,4,18
803,2025-05-21 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,22576472,Debit Card,0,90305888,2025-05,2,10
804,2025-01-05 16:47:34,Smartwatch,Aksesoris,Makassar,2,1861303,Credit Card,0,3722606,2025-01,6,9
805,2025-05-09 16:47:34,Headphone Wireless,Aksesoris,Medan,1,307461,E-Wallet,0.1,276714.9,2025-05,4,14
806,2025-04-11 16:47:34,Smartwatch,Aksesoris,Medan,2,972501,E-Wallet,0.1,1750501.8,2025-04,4,12
807,2025-05-09 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,1597162,Bank Transfer,0,1597162,2025-05,4,12
808,2025-01-22 16:47:34,Headphone Wireless,Aksesoris,Surabaya,4,1346161,E-Wallet,0,5384644,2025-01,2,17
809,2025-04-03 16:47:34,Headphone Wireless,Aksesoris,Jakarta,1,683395,E-Wallet,0,683395,2025-04,3,12
810,2025-06-01 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,19688482,E-Wallet,0.1,70878535.2,2025-06,6,11
811,2025-03-31 16:47:34,Monitor Curved,Periferal,Surabaya,3,3779685,E-Wallet,0,11339055,2025-03,0,20
812,2025-06-06 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,3,4897501,Debit Card,0.1,13223252.7,2025-06,4,12
813,2025-06-24 16:47:34,Keyboard Mekanik,Periferal,Jakarta,3,960315,Debit Card,0.05,2736897.75,2025-06,1,20
814,2025-02-27 16:47:34,Keyboard Mekanik,Periferal,Denpasar,2,2335135,Debit Card,0,4670270,2025-02,3,11
815,2025-04-29 16:47:34,Headphone Wireless,Aksesoris,Denpasar,2,973218,Debit Card,0,1946436,2025-04,1,20
816,2025-02-17 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,18885250,Credit Card,0,75541000,2025-02,0,13
817,2025-05-24 16:47:34,Keyboard Mekanik,Periferal,Jakarta,3,1003291,Debit Card,0,3009873,2025-05,5,11
818,2025-01-18 16:47:34,Monitor Curved,Periferal,Jakarta,2,6902059,E-Wallet,0,13804118,2025-01,5,9
819,2025-01-02 16:47:34,Laptop Gaming,Elektronik,Surabaya,3,21607912,Debit Card,0.05,61582549.2,2025-01,3,16
820,2025-03-30 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,2,8573694,Debit Card,0.15,14575279.8,2025-03,6,9
821,2025-06-16 16:47:34,Monitor Curved,Periferal,Jakarta,1,4179431,Bank Transfer,0,4179431,2025-06,0,16
822,2025-02-27 16:47:34,Laptop Gaming,Elektronik,Makassar,1,15719407,E-Wallet,0.05,14933436.65,2025-02,3,17
823,2025-01-19 16:47:34,Keyboard Mekanik,Periferal,Jakarta,3,737913,Debit Card,0,2213739,2025-01,6,13
824,2025-05-26 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,4,6915770,Debit Card,0,27663080,2025-05,0,16
825,2025-03-08 16:47:34,Laptop Gaming,Elektronik,Surabaya,2,15328821,Debit Card,0,30657642,2025-03,5,16
826,2024-12-29 16:47:34,Keyboard Mekanik,Periferal,Makassar,2,2101243,Credit Card,0.05,3992361.7,2024-12,6,10
827,2025-05-10 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,6887008,Debit Card,0.1,6198307.2,2025-05,5,8
828,2025-01-09 16:47:34,Headphone Wireless,Aksesoris,Medan,1,476806,Bank Transfer,0.05,452965.7,2025-01,3,8
829,2025-03-28 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,21725275,E-Wallet,0,86901100,2025-03,4,10
830,2025-02-12 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,18615652,E-Wallet,0,74462608,2025-02,2,12
831,2025-01-31 16:47:34,Smartwatch,Aksesoris,Denpasar,4,1499430,Debit Card,0,5997720,2025-01,4,20
832,2025-06-23 16:47:34,Headphone Wireless,Aksesoris,Denpasar,3,368803,Debit Card,0,1106409,2025-06,0,10
833,2025-03-16 16:47:34,Headphone Wireless,Aksesoris,Makassar,1,1107744,Debit Card,0.1,996969.6,2025-03,6,19
834,2025-02-11 16:47:34,Monitor Curved,Periferal,Medan,3,2748736,E-Wallet,0.1,7421587.2,2025-02,1,16
835,2025-06-01 16:47:34,Smartwatch,Aksesoris,Makassar,1,2026318,E-Wallet,0.05,1925002.1,2025-06,6,16
836,2025-03-11 16:47:34,Laptop Gaming,Elektronik,Jakarta,1,24088147,Credit Card,0,24088147,2025-03,1,10
837,2025-01-23 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,3245404,Bank Transfer,0,6490808,2025-01,3,10
838,2025-02-13 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,1751099,Credit Card,0,1751099,2025-02,3,19
839,2025-04-28 16:47:34,Monitor Curved,Periferal,Medan,1,2017297,Bank Transfer,0,2017297,2025-04,0,21
840,2025-02-22 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,1088443,Credit Card,0,3265329,2025-02,5,12
841,2025-04-01 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,6655074,E-Wallet,0.05,6322320.3,2025-04,1,9
842,2025-04-14 16:47:34,Smartphone Terbaru,Elektronik,Medan,3,6265962,Credit Card,0.05,17857991.7,2025-04,0,13
843,2025-03-01 16:47:34,Monitor Curved,Periferal,Makassar,4,6762606,Bank Transfer,0,27050424,2025-03,5,14
844,2025-02-14 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,2216030,Debit Card,0,2216030,2025-02,4,20
845,2025-02-27 16:47:34,Smartwatch,Aksesoris,Jakarta,1,2429341,Bank Transfer,0,2429341,2025-02,3,16
846,2025-03-19 16:47:34,Keyboard Mekanik,Periferal,Jakarta,3,1627146,Debit Card,0,4881438,2025-03,2,13
847,2025-01-23 16:47:34,Monitor Curved,Periferal,Jakarta,4,4880304,E-Wallet,0.1,17569094.4,2025-01,3,10
848,2025-02-02 16:47:34,Laptop Gaming,Elektronik,Jakarta,2,20752613,Bank Transfer,0,41505226,2025-02,6,19
849,2024-12-29 16:47:34,Smartphone Terbaru,Elektronik,Medan,4,9169151,Credit Card,0,36676604,2024-12,6,12
850,2025-01-05 16:47:34,Laptop Gaming,Elektronik,Medan,3,16333572,Bank Transfer,0,49000716,2025-01,6,11
851,2025-04-20 16:47:34,Smartphone Terbaru,Elektronik,Medan,4,8637025,Debit Card,0.1,31093290,2025-04,6,12
852,2025-04-06 16:47:34,Keyboard Mekanik,Periferal,Surabaya,3,911603,E-Wallet,0,2734809,2025-04,6,15
